name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Zymomonas mobilis subsp. mobilis NCIMB 11163	622759	strain	2223520	1	0	0.0
Phytohabitans suffuscus	624315	species	10148719	2	2	0.0
Proteus terrae subsp. cibarius	626774	subspecies	41309375	21	0	0.0
Pseudomonas amygdali pv. lachrymans str. M301315	629260	strain	7149865	1	0	0.0
Pseudomonas syringae pv. maculicola str. ES4326	629265	strain	6593626	3	2	0.0
Bacillus beveridgei	632773	species	3582268	1	0	0.0
Olsenella uli DSM 7084	633147	strain	2051896	1	0	0.0
Brevundimonas subvibrioides ATCC 15264	633149	strain	3445263	1	1	0.0
Sphaerotilus natans subsp. sulfidivorans	639200	subspecies	4430992	2	2	0.0
Starkeya novella DSM 506	639283	strain	4765023	1	0	0.0
Acidovorax avenae subsp. avenae ATCC 19860	643561	strain	5482170	1	0	0.0
Syntrophothermus lipocalidus DSM 12680	643648	strain	2405559	1	1	0.0
Marivirga tractuosa DSM 4126	643867	strain	4516490	66	51	0.0
Micromonospora aurantiaca ATCC 27029	644283	strain	7025559	3	0	0.0
Corynebacterium kroppenstedtii DSM 44385	645127	strain	2446804	1	1	0.0
Paraurantiacibacter namhicola	645517	species	2591679	1	1	0.0
Micromonospora sp. L5	648999	species	6962533	2	1	0.0
Leadbetterella byssophila DSM 17132	649349	strain	4059653	2	1	0.0
Bacillus cellulosilyticus DSM 2522	649639	strain	4681672	1	0	0.0
Actinoplanes sp. N902-109	649831	species	9228054	2	2	0.0
Desulfobacula toluolica Tol2	651182	strain	5197905	25	24	0.0
Streptomyces violaceusniger Tu 4113	653045	strain	11138313	1	0	0.0
Sphingomonas alpina	653931	species	10254635	16	10	0.0
Methylocystis bryophila	655015	species	4707971	1	1	0.0
Candidatus Liberibacter solanacearum CLso-ZC1	658172	strain	1258278	4	0	0.0
Pseudomonas sp. R2-7-07	658641	species	5799132	1	0	0.0
Pseudomonas sp. R5-89-07	658644	species	5997145	1	1	0.0
Mesotoga prima MesG1.Ag.4.2	660470	strain	2975953	1	0	0.0
Pantoea stewartii subsp. stewartii DC283	660596	strain	5314092	9	4	0.0
Flavisolibacter ginsenosidimutans	661481	species	5079621	1	0	0.0
Pseudobacter ginsenosidimutans	661488	species	7797595	3	2	0.0
Variovorax sp. RA8	662548	species	7424241	8	4	0.0
Halomonas titanicae	664683	species	16303075	2	2	0.0
Spirochaeta thermophila DSM 6192	665571	strain	2472645	2	0	0.0
Mixta calida	665913	species	8873357	2	0	0.0
Geminocystis	669357	genus	0	39	0	0.0
Cryobacterium arcticum	670052	species	4351229	3	2	0.0
Propionibacterium sp. oral taxon 193	671223	species	2649207	1	1	0.0
Marisediminicola antarctica	674079	species	3352609	1	0	0.0
Rhodoplanes sp. Z2-YC6860	674703	species	8193889	3	3	0.0
Mesirhizobium sp. NIBR3	675281	species	6109263	1	0	0.0
Pseudonocardia dioxanivorans CB1190	675635	strain	7303989	4	4	0.0
Agarivorans gilvus	680279	species	4416600	1	0	0.0
Chitinolyticbacter meiyuanensis	682798	species	4325960	1	0	0.0
Azospirillum ramasamyi	682998	species	6316263	1	0	0.0
Pseudanabaena sp. ABRG5-3	685565	species	5657972	5	0	0.0
Pseudothermotoga thermarum DSM 5069	688269	strain	2039943	18	0	0.0
Cellulophaga algicola DSM 14237	688270	strain	4888353	1	0	0.0
Sphingobium chlorophenolicum L-1	690566	strain	4573221	2	2	0.0
Tsuneonella dongtanensis	692370	species	3009495	2	2	0.0
Methylobacterium oryzae CBMB20	693986	strain	6286629	12	3	0.0
Mycolicibacterium neoaurum VKM Ac-1815D	700508	strain	5421267	2	1	0.0
Niastella koreensis GR20-10	700598	strain	9033684	1	0	0.0
Novosphingobium sp. PP1Y	702113	species	5313905	2	1	0.0
Azospirillum sp. TSA2s	709810	species	8102478	1	1	0.0
Intrasporangium calvum DSM 43043	710696	strain	4024382	2	0	0.0
Atopobium sp. oral taxon 416	712157	species	3004013	2	0	0.0
Dietzia sp. oral taxon 368	712270	species	3679573	3	2	0.0
Streptococcus sp. oral taxon 431	712633	species	2177905	1	0	0.0
Pantoea vagans C9-1	712898	strain	4888338	15	4	0.0
Amycolatopsis mediterranei S699	713604	strain	20483699	10	0	0.0
Candidatus Atelocyanobacterium thalassa	713887	species	1443806	4009	0	0.0
cyanobacterium endosymbiont of Epithemia turgida	718217	species	0	130	0	0.0
Methylobacterium sp. XJLW	739141	species	6666616	10	6	0.0
Malasseziaceae	742845	family	0	52	0	0.0
Isoptericola variabilis 225	743718	strain	3307740	1	1	0.0
Pseudomonas fulva 12-X	743720	strain	4920769	2	2	0.0
Sphingomonas sp. MM-1	745310	species	4633613	7	5	0.0
Deinococcus gobiensis I-0	745776	strain	4406036	1	0	0.0
Lactococcus lactis subsp. cremoris NZ9000	746361	strain	2530294	1	0	0.0
Thermodesulfobium narugense DSM 14796	747365	strain	1898865	5	1	0.0
Dolichospermum	748770	genus	5220684	52	0	0.0
Streptomyces bingchenggensis BCW-1	749414	strain	11936683	2	1	0.0
Amycolatopsis mediterranei U32	749927	strain	10236715	5	0	0.0
Mesorhizobium australicum WSM2073	754035	strain	6200534	5	4	0.0
Methylophaga frappieri	754477	species	2745290	1	1	0.0
Cyanobacterium aponinum PCC 10605	755178	strain	4176973	9	8	0.0
Acinetobacter indicus	756892	species	60645628	3	1	0.0
Pseudomonas cannabina pv. alisalensis	757414	leaf	6144893	1	0	0.0
Burkholderia sp. THE68	758782	species	7982451	2	2	0.0
Caballeronia insecticola	758793	species	6964487	2	1	0.0
Burkholderia sp. RPE67	758796	species	8685756	1	1	0.0
Mycolicibacterium litorale	758802	species	11213659	1	1	0.0
Weissella ceti	759620	species	5641554	16	0	0.0
Haliscomenobacter hydrossis DSM 1100	760192	strain	8771651	2	1	0.0
Streptococcus parasanguinis ATCC 15912	760570	strain	2153652	1	0	0.0
Achromobacter xylosoxidans A8	762376	strain	7359146	1	1	0.0
Mesorhizobium ciceri biovar biserrulae WSM1271	765698	strain	6690028	1	0	0.0
Debaryomycetaceae	766764	family	14618422	1	0	0.0
Candidatus Puniceispirillum marinum	767892	species	2753527	3	0	0.0
Halomonas elongata DSM 2581	768066	strain	4061825	1	1	0.0
Serratia sp. AS12	768490	species	5443009	1	0	0.0
Serratia sp. AS13	768493	species	5442549	1	0	0.0
Hydrogenophaga sp. PBC	795665	species	5232477	1	0	0.0
Sugiyamaella lignohabitans	796027	species	15938258	218	55	0.0
Sphingobacterium lactis	797291	species	4030188	1	0	0.0
Micavibrio aeruginosavorus ARL-13	856793	strain	2481983	1	0	0.0
Janibacter indicus	857417	species	7064945	8	0	0.0
Bradyrhizobium sp. CCBAU 051011	858422	species	9099371	2	1	0.0
Bradyrhizobium arachidis	858423	species	9865973	2	2	0.0
Kibdelosporangium phytohabitans	860235	species	11759770	1	0	0.0
Gemmatirosa kalamazoonesis	861299	species	7479215	6	6	0.0
Mucilaginibacter ginsenosidivorax	862126	species	7811413	2	1	0.0
Streptomyces sp. SirexAA-E	862751	species	7414440	1	1	0.0
Massilia umbonata	864828	species	7426165	5	3	0.0
Weeksella virosa DSM 16922	865938	strain	2272954	1	1	0.0
Spirochaeta thermophila DSM 6578	869211	strain	2560222	2	0	0.0
Streptococcus pneumoniae SPN994039	869307	strain	2026505	1	0	0.0
Massilia flava	871742	species	6922031	4	4	0.0
Pseudoalteromonas arabiensis	874454	species	3576481	1	0	0.0
Chryseobacterium sp. StRB126	878220	species	5503743	1	1	0.0
Shinella sp. HZN7	879274	species	7354253	3	3	0.0
Ketogulonicigenium vulgare Y25	880591	strain	3288404	1	0	0.0
Singulisphaera acidiphila DSM 18658	886293	strain	9755686	1	1	0.0
Acetobacter aceti NBRC 14818	887700	strain	3693126	1	1	0.0
Lactobacillus delbrueckii subsp. lactis DSM 20072	888027	strain	2165984	3	0	0.0
Minicystis rosea	888845	species	16040666	1	0	0.0
Acetomicrobium mobile DSM 13181	891968	strain	2160700	12	12	0.0
Arthrobacter sp. NEB 688	904039	species	4077299	2	1	0.0
Methylobacterium mesophilicum SR1.6/6	908290	strain	6555179	10	9	0.0
Dietzia sp. DQ12-45-1b	912801	species	3827697	1	0	0.0
Methylobacterium sp. AMS5	925818	species	5599206	10	1	0.0
Caldilinea aerophila DSM 14535 = NBRC 104270	926550	strain	5144873	1	1	0.0
Terriglobus roseus DSM 18391	926566	strain	5227858	18	18	0.0
Acidiphilium multivorum AIU301	926570	strain	4214744	1	0	0.0
Lactococcus lactis subsp. lactis CV56	929102	strain	2518737	3	0	0.0
Gibbsiella quercinecans	929813	species	5548506	1	1	0.0
Pseudarthrobacter phenanthrenivorans Sphe3	930171	strain	4535320	1	1	0.0
Bradyrhizobium ottawaense	931866	species	8606328	2	0	0.0
Mesorhizobium loti NZP2037	935546	strain	7481739	1	0	0.0
Mesorhizobium japonicum R7A	935547	strain	13060397	2	0	0.0
Mesorhizobium loti R88b	935548	strain	7207166	1	0	0.0
Staphylococcus pseudintermedius HKU10-03	937773	strain	2617381	2	2	0.0
Tardiphaga robiniae	943830	species	6571273	8	7	0.0
Massilia oculi	945844	species	5844653	12	9	0.0
Rhizobacter gummiphilus	946333	species	12796196	10	0	0.0
Actinoplanes sp. OR16	946334	species	9293892	5	3	0.0
Aeromonas rivipollensis	948519	species	4508901	1	0	0.0
Streptomyces venezuelae ATCC 10712	953739	strain	8223505	1	0	0.0
Microbacterium testaceum StLB037	979556	strain	3982034	2	1	0.0
Roseimaritima ulvae	980254	species	8212515	34	2	0.0
Chloracidobacterium thermophilum B	981222	strain	3695372	2	0	0.0
Xanthomonas axonopodis pv. citrumelo F1	981368	strain	4967469	1	0	0.0
Burkholderia cepacia ATCC 25416	983594	strain	25747345	1	0	0.0
Rubrivivax gelatinosus IL144	983917	strain	5043253	3	3	0.0
Saprospira grandis str. Lewin	984262	strain	4400185	1	0	0.0
Marinovum algicola DG 898	988812	strain	5252390	1	1	0.0
Xanthomonas campestris pv. raphani 756C	990315	strain	4941214	1	1	0.0
Burkholderia gladioli BSR3	999541	strain	9052299	1	0	0.0
Streptomyces cattleya NRRL 8057 = DSM 46488	1003195	strain	16188068	2	0	0.0
Bacillus cereus C1L	1003239	strain	6047547	2	2	0.0
Kluyveromyces marxianus DMKU3-1042	1003335	strain	10966467	7	0	0.0
Collimonas fungivorans Ter331	1005048	strain	5186898	1	0	0.0
Defluviitoga tunisiensis	1006576	species	2053097	1	0	0.0
Burkholderia cepacia GG4	1009846	strain	6467321	1	0	0.0
Novosphingobium sp. THN1	1016987	species	4649073	11	3	0.0
Neorhizobium galegae bv. orientalis str. HAMBI 540	1028800	strain	6455027	3	1	0.0
Neorhizobium galegae bv. officinalis bv. officinalis str. HAMBI 1141	1028801	strain	6413184	2	0	0.0
Hyphomicrobium nitrativorans NL23	1029756	strain	3653837	2	1	0.0
Sphingomonas sp. KC8	1030157	species	4123013	2	2	0.0
Cutibacterium acnes 6609	1031709	strain	2560282	8	0	0.0
Microlunatus phosphovorus NM-1	1032480	strain	5683123	7	7	0.0
Rhodococcus sp. WB1	1033922	species	6148559	1	0	0.0
Flavobacterium branchiophilum FL-15	1034807	strain	3563292	21	5	0.0
Bradyrhizobium japonicum USDA 6	1037409	strain	9207384	1	0	0.0
Pseudomonas fluorescens A506	1037911	strain	6019547	2	0	0.0
Streptomyces xinghaiensis S187	1038929	strain	7137891	1	0	0.0
Mycobacterium colombiense CECT 3035	1041522	strain	5581643	2	1	0.0
Cupriavidus necator N-1	1042878	strain	8480857	1	0	0.0
Sphingomonas lutea	1045317	species	2417654	4	3	0.0
Lactococcus lactis subsp. lactis IO-1	1046624	strain	2421471	2	2	0.0
Streptococcus pseudopneumoniae IS7493	1054460	strain	2195458	1	1	0.0
Amycolatopsis methanolica 239	1068978	strain	7237391	2	2	0.0
Aspergillus luchuensis	1069201	species	37287723	289	156	0.0
Microbacterium lemovicicum	1072463	species	3555647	125	124	0.0
Phytohabitans flavus	1076124	species	9607004	2	0	0.0
Herbaspirillum rubrisubalbicans M1	1078773	strain	5611261	2	0	0.0
Leptolyngbya sp. O-77	1080068	species	5480261	6	4	0.0
Novosphingobium pentaromativorans US6-1	1088721	strain	5457578	1	1	0.0
Cutibacterium acnes subsp. defendens ATCC 11828	1091045	strain	2488626	19	4	0.0
Pseudonocardia sp. EC080619-01	1096856	species	7205934	1	0	0.0
Pseudonocardia sp. EC080625-04	1096868	species	6554452	1	0	0.0
Clavibacter michiganensis subsp. nebraskensis NCPPB 2581	1097677	strain	3063596	10	0	0.0
Chromobacterium vaccinii	1108595	species	9980885	2	0	0.0
Tistrella mobilis KA081020-065	1110502	strain	6512983	8	0	0.0
Lactococcus lactis subsp. cremoris UC509.9	1111678	strain	2457347	1	0	0.0
Streptococcus parasanguinis FW213	1114965	strain	2171609	1	0	0.0
Cutibacterium acnes TypeIA2 P.acn33	1114966	strain	2489623	5	0	0.0
Cutibacterium acnes TypeIA2 P.acn17	1114967	strain	2522885	10	7	0.0
Cutibacterium acnes TypeIA2 P.acn31	1114969	strain	2498766	4	1	0.0
Leptolyngbya sp. BL0902	1115757	species	4710209	4353	5	0.0
Wolbachia pipientis wAlbB	1116230	strain	1484007	7	0	0.0
Elizabethkingia anophelis	1117645	species	4115229	1	0	0.0
Halomonas sp. GFAJ-1	1118153	species	3650492	6	6	0.0
Corynebacterium halotolerans YIM 70093 = DSM 44683	1121362	strain	3222008	1	1	0.0
Martelella mediterranea DSM 17316	1122214	strain	5693067	1	1	0.0
Mycolicibacterium hassiacum DSM 44199	1122247	strain	5269097	1	1	0.0
Serinicoccus marinus DSM 15273	1123251	strain	3420275	2	2	0.0
Sphingomonas sanxanigenens DSM 19645 = NX02	1123269	strain	6580298	8	7	0.0
Pseudothermotoga elfii DSM 9442 = NBRC 107921	1123383	strain	2169860	3	0	0.0
Pseudothermotoga hypogea DSM 11164 = NBRC 106472	1123384	strain	4330581	21	0	0.0
Chryseobacterium carnipullorum	1124835	species	10917867	2	0	0.0
Nocardia cyriacigeorgica GUH-2	1127134	strain	6194645	1	0	0.0
Aspergillaceae	1131492	family	0	195	0	0.0
Sphaerochaeta globosa	1131703	species	3316466	1	0	0.0
Sphaerochaeta pleomorpha	1131707	species	3590853	1	0	0.0
Luteimicrobium xylanilyticum	1133546	species	4208275	2	2	0.0
Nocardia brasiliensis ATCC 700358	1133849	strain	9436348	1	1	0.0
Cutibacterium acnes HL096PA1	1134454	strain	2549775	3	1	0.0
Gordonia phthalatica	1136941	species	4428727	1	1	0.0
Rhizobium lentis	1138194	species	6423001	2	0	0.0
Mycobacterium paraintracellulare	1138383	species	49705831	1	0	0.0
Mycobacterium intracellulare subsp. yongonense 05-1390	1138871	strain	5662088	1	0	0.0
Massilia putida	1141883	species	7523017	4	4	0.0
Corallococcus coralloides DSM 2259	1144275	strain	10080619	2	1	0.0
Blastococcus saxobsidens DD2	1146883	strain	4875340	8	7	0.0
Serratia inhibens PRI-2C	1154756	strain	5474685	1	0	0.0
Glutamicibacter sp. ZJUTW	1155384	species	3673306	4	0	0.0
Pichiaceae	1156497	family	0	142	0	0.0
Enterococcus faecium ATCC 8459 = NRRL B-2354	1158600	strain	2849891	1	0	0.0
Streptomyces auratus AGR0001	1160718	strain	7901452	1	1	0.0
Stenotrophomonas maltophilia D457	1163399	strain	4769156	1	0	0.0
Mycobacterium sp. MOTT36Y	1168287	species	5613626	1	0	0.0
Streptomyces pratensis	1169025	species	7656104	2	1	0.0
Cutibacterium avidum 44067	1170318	strain	2526138	1	0	0.0
Calothrix sp. PCC 6303	1170562	species	6960392	189	0	0.0
Streptomyces globisporus C-1027	1172567	strain	7783599	3	2	0.0
Crinalium epipsammum PCC 9333	1173022	strain	5620407	2	1	0.0
Geitlerinema sp. PCC 7407	1173025	species	4681111	59	8	0.0
Gloeocapsa sp. PCC 7428	1173026	species	5882710	4370	21	0.0
Microcoleus sp. PCC 7113	1173027	species	7966510	21	1	0.0
Synechococcus sp. PCC 7502	1173263	species	3583735	8	0	0.0
Pseudomonas sp. R3-18-08	1173283	species	5810083	1	0	0.0
Luteimonas granuli	1176533	species	2917404	1	0	0.0
Novosphingobium ginsenosidimutans	1176536	species	3118872	2	1	0.0
Sphingomonas daechungensis	1176646	species	3007882	3	2	0.0
Agrobacterium fabrum	1176649	species	5674258	1	0	0.0
Micrococcus sp. KBS0714	1179670	species	2522703	2	1	0.0
Oerskovia sp. KBS0722	1179673	species	4357994	2	2	0.0
Saccharothrix espanaensis DSM 44229	1179773	strain	9360653	1	1	0.0
Rickettsia sp. MEAM1 (Bemisia tabaci)	1182263	strain	1378618	5	5	0.0
Agrobacterium fabacearum	1183401	species	11242425	1	0	0.0
Gloeobacter kilaueensis JS1	1183438	strain	4724791	17	0	0.0
Bdellovibrio exovorus JSS	1184267	strain	2657893	1	0	0.0
Planococcus antarcticus DSM 14505	1185653	strain	3804624	4	0	0.0
Streptomyces sp. AgN23	1188315	species	10858739	1	0	0.0
Pseudomonas asturiensis	1190415	species	5912259	4	3	0.0
Zygotorulaspora	1196389	genus	0	26	0	0.0
Cloacibacillus porcorum	1197717	species	3585187	1	1	0.0
Mycobacterium intracellulare subsp. yongonense	1203599	subspecies	10880690	2	0	0.0
Pseudomonas sp. UW4	1207075	species	6183388	1	0	0.0
Sphingobium fuliginis ATCC 27551	1208342	strain	5414624	2	0	0.0
Spirosoma aerolatum	1211326	species	7959595	1	1	0.0
Pseudomonas putida HB3267	1215088	strain	5956110	1	0	0.0
Sphingopyxis terrae subsp. terrae NBRC 15098	1219058	strain	3983415	1	1	0.0
Aspergillus puulaauensis	1220207	species	34318862	261	98	0.0
Amycolatopsis mediterranei RB	1221524	strain	10246864	5	0	0.0
Corynebacterium marinum DSM 44953	1224162	strain	2729219	2	1	0.0
Corynebacterium maris DSM 45190	1224163	strain	2833547	4	4	0.0
Mycolicibacterium monacense DSM 44395	1226751	strain	6019539	2	0	0.0
Hymenobacter swuensis DY53	1227739	strain	5252070	4	4	0.0
cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko	1228987	forma	2794318	498	1	0.0
Paraburkholderia phenoliruptrix BR3459a	1229205	strain	7651131	1	1	0.0
Leuconostoc gelidum JB7	1229756	strain	1893499	1	0	0.0
Mucilaginibacter xinganensis	1234841	species	5301339	5	4	0.0
Mesotoga infera	1236046	species	2965660	1	0	0.0
Wolbachia endosymbiont of Drosophila simulans wNo	1236908	strain	1301823	1	0	0.0
Kaistella carnis	1241979	species	3230102	2	1	0.0
Chryseobacterium lactis	1241981	species	11236412	2	0	0.0
Bradyrhizobium oligotrophicum S58	1245469	strain	8264165	2	2	0.0
Variovorax paradoxus B4	1246301	strain	7148516	9	4	0.0
Actinoplanes friuliensis DSM 7358	1246995	strain	9376071	14	14	0.0
Bifidobacterium thermophilum RBL67	1254439	strain	2291643	1	0	0.0
Pseudomonas sp. FGI182	1259844	species	5891312	2	0	0.0
Streptomyces sp. 769	1262452	species	10338286	2	2	0.0
Streptomyces sp. PAMC 26508	1265601	species	7630245	2	0	0.0
Streptomyces rimosus subsp. rimosus ATCC 10970	1265868	strain	9643891	1	0	0.0
Acetobacter pasteurianus 386B	1266844	strain	3078647	10	10	0.0
Cupriavidus gilardii CR3	1267562	strain	5578743	1	0	0.0
Altererythrobacter atlanticus	1267766	species	3475106	1	0	0.0
Bradyrhizobium icense	1274631	species	8322773	1	1	0.0
Bradyrhizobium elkanii USDA 61	1275962	strain	9649995	1	1	0.0
Candidatus Liberibacter africanus PTSAPSY	1277257	strain	1192232	9	5	0.0
Xanthomonas campestris pv. campestris str. CN14	1281282	strain	5082555	1	0	0.0
Xanthomonas campestris pv. campestris str. CN15	1281283	strain	5114892	1	0	0.0
Planktomarina	1284657	genus	3288122	2	0	0.0
Planktomarina temperata	1284658	species	3288122	7	0	0.0
Mycolicibacterium sediminis	1286180	species	6250641	6	6	0.0
Mycolicibacterium arabiense	1286181	species	6451210	2	2	0.0
Diaphorobacter aerolatus	1288495	species	4948189	1	0	0.0
Ornithinimicrobium flavum	1288636	species	3712913	1	1	0.0
Rhodococcus erythropolis R138	1289591	strain	6806506	1	0	0.0
Gordonia ajococcus	1292359	species	5090254	1	1	0.0
Aquabacterium olei	1296669	species	4256308	1	0	0.0
Thermosulfidibacter takaii ABI70S6	1298851	strain	1816670	1	0	0.0
Isoptericola dokdonensis DS-3	1300344	strain	3826972	2	1	0.0
Nocardioides dokdonensis FR1436	1300347	strain	4376707	8	7	0.0
Rhizobium sp. IE4771	1301032	species	7057405	1	0	0.0
Pseudomonas knackmussii B13	1301098	strain	6162905	1	0	0.0
Planococcus versutus	1302659	species	3330075	1	1	0.0
Borrelia miyamotoi LB-2001	1302858	strain	937966	3	0	0.0
Streptomyces fulvissimus DSM 40593	1303692	strain	7905758	2	0	0.0
Flavobacterium commune	1306519	species	3851214	2	2	0.0
Ralstonia pseudosolanacearum	1310165	species	5810927	2	0	0.0
Ralstonia syzygii subsp. celebesensis	1310168	subspecies	5185188	3	2	0.0
Arcobacter aquimarinus	1315211	species	2520808	1	1	0.0
Sphingobium sp. TKS	1315974	species	6228879	1	1	0.0
Streptomyces fradiae ATCC 10745 = DSM 40063	1319510	strain	6725579	2	0	0.0
Paraburkholderia caribensis MBA4	1323664	strain	9482704	1	1	0.0
Pseudomonas syringae pv. syringae B301D	1324931	strain	6094819	1	0	0.0
Bradyrhizobium sp. CCBAU 21365	1325083	species	9482549	1	0	0.0
Bradyrhizobium guangdongense	1325090	species	16874594	2	0	0.0
Bradyrhizobium guangzhouense	1325095	species	8138177	1	0	0.0
Bradyrhizobium sp. CCBAU 51753	1325100	species	9120519	1	0	0.0
Bradyrhizobium sp. CCBAU 53351	1325114	species	8343321	1	0	0.0
Bradyrhizobium guangxiense	1325115	species	8200121	1	1	0.0
Bradyrhizobium sp. CCBAU 53421	1325120	species	9259049	2	1	0.0
Brevundimonas vancanneytii	1325724	species	3383349	2	1	0.0
Sphingomonas sp. Cra20	1327635	species	5038478	6	3	0.0
Lactobacillus plantarum 16	1327988	strain	3361015	1	1	0.0
Klebsiella pneumoniae MGH 39	1328373	strain	5730426	1	0	0.0
Rathayibacter festucae DSM 15932	1328866	strain	4359758	79	66	0.0
Kosmotoga pacifica	1330330	species	2169170	1	0	0.0
Chryseoglobus	1331730	genus	0	1	0	0.0
Sphingobium baderi	1332080	species	4583422	1	1	0.0
Tessaracoccus aquimaris	1332264	species	3934699	1	1	0.0
Wolbachia endosymbiont of Chrysomya megacephala	1335053	species	1376868	11	8	0.0
Pseudorhizobium flavum	1335061	species	4749058	1	1	0.0
Calothrix sp. 336/3	1337936	species	6420126	40	18	0.0
Bifidobacterium indicum LMG 11587 = DSM 20214	1341694	strain	1734546	1	1	0.0
Serratia liquefaciens ATCC 27592	1346614	strain	5282719	1	0	0.0
Cellulophaga baltica NN016038	1348585	strain	4560540	1	0	0.0
Croceicoccus naphthovorans	1348774	species	3863562	2	2	0.0
Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628	1349767	strain	5949001	1	0	0.0
Synechococcus sp. UTEX 2973	1350461	species	2744626	4	0	0.0
Achromobacter deleyi	1353891	species	13458028	89	83	0.0
Streptomyces pluripotens	1355015	species	14932643	2	0	0.0
Bradyrhizobium diazoefficiens	1355477	species	18211892	28	6	0.0
Hymenobacter sp. APR13	1356852	species	5010594	11	11	0.0
Pseudomonas syringae CC1557	1357279	strain	5811653	1	1	0.0
Pseudomonas syringae UB303	1357287	strain	6141482	1	0	0.0
Richelia sinica	1357545	species	5729487	1	0	0.0
Richelia sinica FACHB-800	1357546	strain	5729487	22	0	0.0
Xanthomonas campestris pv. campestris str. CN03	1358004	strain	5111737	1	0	0.0
Xanthomonas campestris pv. campestris str. CN17	1358015	strain	5122268	1	0	0.0
Xanthomonas campestris pv. campestris str. CN12	1358017	strain	5115137	1	0	0.0
Xanthomonas campestris pv. campestris str. CN18	1358019	strain	5261244	2	0	0.0
Rhizobium rosettiformans	1368430	species	5141700	1	1	0.0
Spirosoma radiotolerans	1379870	species	7029352	34	34	0.0
Lactobacillus gasseri DSM 14869	1380360	strain	1951552	1	0	0.0
Hymenobacter sp. DG25A	1385663	species	3777136	4	3	0.0
Hymenobacter sp. DG25B	1385664	species	4360029	4	3	0.0
Paludisphaera borealis	1387353	species	7651896	2	2	0.0
Sulfitobacter sp. SK025	1389011	species	3946853	1	0	0.0
Cupriavidus sp. USMAHM13	1389192	species	7820821	1	0	0.0
Leifsonia xyli subsp. cynodontis DSM 46306	1389489	strain	2686418	1	1	0.0
Sphingomonas sp. LK11	1390395	species	3938206	12	7	0.0
Labilithrix luteola	1391654	species	12191466	4	4	0.0
Corynebacterium glyciniphilum AJ 3170	1404245	strain	3568218	1	0	0.0
Bradyrhizobium symbiodeficiens	1404367	species	28097284	5	3	0.0
Bradyrhizobium amphicarpaeae	1404768	species	7044517	1	1	0.0
Bradyrhizobium cosmicum	1404864	species	14535977	2	1	0.0
Bradyrhizobium sp. 1(2017)	1404888	species	7857137	3	2	0.0
Thermotoga caldifontis AZM44c09	1408159	strain	2014912	3	0	0.0
Thermotoga profunda AZM34c06	1408160	strain	2187612	3	0	0.0
Bifidobacterium pseudolongum subsp. globosum DSM 20092	1410605	strain	1978157	1	1	0.0
Thermomonospora amylolytica	1411117	species	6800142	5	2	0.0
Hymenobacter sedentarius	1411621	species	4868852	20	16	0.0
Streptomyces ferrugineus	1413221	species	9959088	1	1	0.0
Pepper chlorotic spot virus	1414655	leaf	16934	4	3	0.0
Bacillus toyonensis BCT-7112	1415784	strain	5025419	1	1	0.0
Gloeobacter kilaueensis	1416614	species	4724791	1	0	0.0
Bordetella genomosp. 8	1416806	species	6167536	1	1	0.0
Pseudomonas granadensis	1421430	species	6208260	1	1	0.0
Tessaracoccus lapidicaptus	1427523	species	3212703	1	0	0.0
Mycolicibacterium anyangense	1431246	species	5696751	1	1	0.0
Corynebacterium aquilae DSM 44791	1431546	strain	2926437	1	0	0.0
Rhizobium etli bv. phaseoli str. IE4803	1432049	strain	6997434	1	0	0.0
Streptococcus gwangjuense	1433513	species	1972481	1	0	0.0
Pseudomonas monteilii SB3078	1435044	strain	6000087	1	0	0.0
Pseudomonas monteilii SB3101	1435058	strain	5945120	1	0	0.0
Streptomyces leeuwenhoekii	1437453	species	8122491	1	1	0.0
Corynebacterium sphenisci DSM 44792	1437874	strain	2594799	1	0	0.0
Corynebacterium frankenforstense DSM 45800	1437875	strain	2604152	1	1	0.0
Athalassotoga saccharophila	1441386	species	2044999	20	0	0.0
Nitrospirillum amazonense CBAmc	1441467	strain	7382386	1	1	0.0
Streptomyces sp. Z022	1442032	species	8157885	4	2	0.0
Frondihabitans sp. 762G35	1446794	species	3409251	19	18	0.0
Candidatus Atelocyanobacterium	1453359	genus	1443806	11	0	0.0
Candidatus Atelocyanobacterium thalassa isolate ALOHA	1453429	leaf	1443806	947	527	0.0
Bacillus cereus D17	1454382	strain	5590358	1	0	0.0
Nostoc edaphicum CCNP1411	1472755	strain	8316316	34	31	0.0
Streptomyces sp. 604F	1476754	species	7086150	2	1	0.0
Methylobacterium sp. C1	1479019	species	6459145	13	2	0.0
Lichenicola cladoniae	1484109	species	6061304	2	2	0.0
Hymenobacter sp. PAMC 26554	1484116	species	5451254	29	25	0.0
Hymenobacter sp. PAMC 26628	1484118	species	5366977	25	20	0.0
Streptomyces sp. MBT27	1488356	species	8530179	1	0	0.0
Oxynema	1492710	genus	0	3	0	0.0
Flavisolibacter tropicus	1492898	species	5940863	2	1	0.0
Chryseobacterium shandongense	1493872	species	13450085	3	3	0.0
Paracoccus mutanolyticus	1499308	species	3592357	1	1	0.0
Aneurinibacillus soli	1500254	species	4116770	1	1	0.0
